1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,89,86,81,83,84,87,78,76,79,69,68,69,67,71,79,90,0,0,0,0,0,0,93,74,62,63,53,38,59,60,40,37,49,42,37,78,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,85,85,80,75,81,85,75,70,78,76,67,64,64,67,69,70,84,95,0,99,87,78,69,64,54,59,65,64,58,44,36,37,44,48,36,53,83,98,0,0,0,0,0,0
0,0,0,0,0,0,99,97,99,0,0,95,95,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,95,95,96,97,95,91,87,80,79,86,75,78,85,80,71,78,75,66,62,62,64,66,68,69,71,82,81,68,65,63,49,38,56,73,78,71,48,37,37,39,45,38,37,55,96,0,0,0,0,0,0
0,0,0,0,0,0,96,81,84,89,83,74,71,78,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,73,63,80,84,86,87,85,84,84,82,76,81,81,73,82,84,75,75,75,65,60,60,60,64,66,65,64,65,67,66,65,68,55,39,66,82,79,58,38,37,36,38,37,37,37,68,0,0,0,0,0,0,0
0,0,0,0,0,99,89,84,81,75,74,80,75,67,75,87,98,94,87,90,87,87,87,90,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,51,28,38,65,64,69,85,79,65,71,75,65,75,80,71,81,84,74,69,75,67,62,59,58,61,60,62,65,64,61,63,64,79,76,57,60,65,69,55,36,37,37,37,37,37,44,89,0,0,0,0,0,0,0
0,0,0,0,0,98,89,87,87,81,83,87,78,68,65,65,70,69,71,72,70,78,76,75,83,87,88,96,96,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,28,21,36,39,33,52,74,73,65,73,62,47,62,75,73,78,82,75,72,68,65,64,59,58,59,57,60,60,64,58,58,69,76,60,53,57,42,46,51,37,37,36,37,38,37,65,99,0,0,0,0,0,0,0
0,0,0,0,0,98,92,91,87,85,88,91,84,74,71,69,64,74,80,81,78,81,85,84,77,78,75,71,68,71,77,78,78,94,0,0,0,0,0,0,0,0,0,0,0,0,0,72,25,18,15,19,29,33,53,62,51,53,44,27,36,60,71,73,79,79,81,71,71,72,67,59,56,58,57,56,61,59,57,70,74,60,51,42,39,44,40,36,37,37,37,38,39,80,0,0,0,0,0,0,0,0
0,0,0,0,0,95,95,92,88,87,90,91,84,81,84,78,71,75,85,86,80,82,88,86,82,84,83,73,69,68,64,62,52,51,86,0,0,0,0,0,0,0,0,0,0,0,0,89,37,20,18,20,17,18,27,47,58,48,50,43,40,43,61,68,73,79,86,87,86,85,83,69,58,58,53,55,59,53,52,63,66,73,61,48,50,63,39,36,37,37,38,37,56,97,0,0,0,0,0,0,0,0
0,0,0,0,0,95,95,95,90,87,88,89,86,88,91,89,81,78,86,88,82,84,86,91,87,85,87,85,84,80,71,62,42,21,30,54,68,79,73,63,56,65,75,78,97,0,0,0,55,19,18,20,17,15,15,27,50,40,36,41,28,24,44,67,70,76,86,91,86,84,87,81,69,56,51,52,58,60,65,70,75,70,62,51,59,53,38,39,37,37,37,38,80,0,0,0,0,0,0,0,0,0
0,0,0,99,93,95,96,92,89,85,88,93,92,93,91,84,85,89,93,89,89,86,91,93,92,91,87,81,72,67,62,46,29,28,30,22,22,18,12,12,11,13,16,69,96,84,72,31,15,18,20,18,16,16,24,31,38,28,25,22,21,42,65,70,74,88,93,87,85,86,87,81,67,55,55,58,71,74,80,81,78,76,68,64,43,47,58,50,41,36,46,93,0,0,0,0,0,0,0,0,0,
0,0,0,0,99,92,93,93,93,90,87,82,86,91,91,87,87,89,93,94,90,91,90,91,93,94,88,83,80,77,67,56,45,48,47,40,25,20,20,17,15,13,12,9,27,47,21,21,15,13,18,27,21,19,20,19,16,24,24,20,20,21,31,53,68,74,86,90,86,87,89,87,86,82,60,48,56,78,80,82,82,64,61,51,66,56,52,52,48,39,36,49,96,0,0,0,0,0,0,0,0,0
0,0,0,0,99,91,88,93,92,89,86,76,83,94,91,88,91,91,91,90,92,92,92,91,91,92,86,86,86,87,74,59,46,49,52,41,30,22,19,14,10,9,9,9,9,13,16,18,18,18,20,42,44,26,20,14,11,15,17,18,19,19,18,27,56,65,74,84,85,87,90,89,87,86,77,65,70,83,90,87,79,53,53,50,55,60,67,63,53,38,36,43,83,97,0,0,0,0,0,0,0,0
0,0,0,0,0,96,85,91,94,92,84,76,88,96,94,93,93,92,92,86,91,91,87,89,91,94,91,88,86,82,69,70,76,55,41,45,45,28,20,16,12,11,10,9,13,19,22,28,24,24,31,49,56,39,24,17,12,11,11,14,14,13,13,13,25,42,67,76,86,90,90,89,89,88,86,75,70,76,87,86,66,42,52,50,42,46,70,69,44,39,38,36,45,83,0,0,0,0,0,0,0,0
0,0,0,0,0,99,84,88,96,93,80,77,88,93,93,94,92,89,95,86,82,82,84,91,93,93,87,80,73,62,57,53,53,36,26,23,26,29,24,20,18,15,12,12,22,33,33,46,35,34,51,59,52,30,20,20,18,16,13,16,13,15,18,14,12,49,82,84,88,84,81,88,89,89,85,82,64,63,81,84,67,47,38,39,37,36,47,47,40,37,37,36,56,97,0,0,0,0,0,0,0,0
0,0,0,0,0,98,83,89,93,91,79,78,88,89,95,95,94,86,84,82,79,87,91,91,91,86,79,76,73,72,70,64,60,60,45,33,25,20,20,19,18,15,24,31,42,55,46,51,50,55,65,53,38,26,25,27,24,27,22,22,21,27,20,18,23,69,88,85,83,87,88,90,91,92,89,82,73,67,69,60,59,53,47,49,43,37,35,36,37,38,37,37,57,99,0,0,0,0,0,0,0,0
0,0,0,0,0,88,82,87,93,91,80,76,80,84,91,91,93,91,77,78,87,93,90,88,87,84,79,82,84,84,74,67,64,60,50,39,24,24,30,35,35,33,49,55,60,70,67,55,69,76,67,51,33,21,39,51,46,44,39,38,36,25,20,19,31,73,89,73,77,91,91,93,92,91,91,86,82,81,78,52,48,51,69,75,64,50,50,43,38,36,39,37,47,87,99,0,0,0,0,0,0,0
0,0,0,0,91,78,80,88,92,87,78,74,76,78,82,89,84,85,76,84,94,92,89,86,86,91,88,88,82,77,71,66,69,73,66,57,48,54,65,65,58,42,56,70,76,75,71,65,78,72,67,54,32,21,31,44,57,58,56,52,34,22,22,24,52,78,87,84,83,89,91,93,94,88,84,82,78,70,75,57,61,79,84,87,82,75,60,52,40,40,45,38,42,66,99,0,0,0,0,0,0,0
0,0,0,99,80,71,78,82,81,79,75,80,78,75,81,83,78,82,78,88,92,94,93,88,87,88,88,85,86,80,75,80,86,82,81,81,82,80,77,70,58,55,64,76,82,82,80,79,78,71,71,63,46,24,30,42,58,64,60,51,43,33,31,36,67,78,86,87,84,86,87,89,95,91,85,85,85,75,72,72,76,88,88,80,83,71,39,35,38,56,58,51,57,79,97,98,0,0,0,0,0,0
0,0,0,95,80,73,76,72,73,78,87,97,93,78,78,82,84,89,81,81,83,91,92,91,87,86,87,87,87,85,85,90,90,90,88,83,79,80,75,71,64,69,78,83,85,76,66,71,69,65,64,56,42,38,50,51,60,64,58,56,49,37,24,23,54,79,85,86,86,89,82,82,87,93,89,85,84,84,87,85,91,90,85,78,72,63,42,42,55,65,66,53,45,56,65,87,0,0,0,0,0,0
0,0,0,98,95,95,89,94,91,0,0,95,94,96,98,99,98,91,93,95,92,90,89,86,85,86,86,89,91,90,90,92,90,85,82,79,83,85,78,68,75,83,87,80,71,53,53,64,47,37,35,41,54,60,63,65,64,61,57,50,42,30,21,30,64,83,91,88,88,84,84,84,87,87,85,87,88,83,82,85,85,80,73,67,61,67,70,57,40,38,37,38,68,87,93,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,93,94,95,92,94,88,87,89,89,90,91,89,87,89,91,86,82,79,82,87,87,78,69,59,59,56,44,29,34,40,55,60,67,72,62,57,45,31,31,33,24,20,20,44,74,89,88,83,85,90,87,87,90,89,84,79,83,83,83,84,86,85,77,65,51,44,36,41,38,42,87,99,0,99,96,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,96,96,94,95,93,92,91,93,89,84,87,90,91,90,86,84,79,72,66,56,50,45,49,49,55,57,65,75,64,56,39,27,37,31,21,21,21,49,66,74,90,93,88,84,90,95,92,88,81,77,81,85,84,82,84,80,67,64,53,44,62,70,45,41,57,79,0,0,99,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,97,90,92,89,87,92,90,87,87,78,71,69,69,66,59,59,58,60,56,58,61,65,76,68,60,49,47,58,42,40,44,51,64,66,67,82,85,91,88,95,95,93,88,89,78,80,85,81,86,86,80,82,75,56,63,82,67,40,39,45,64,65,78,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,91,91,91,89,87,87,87,81,79,72,72,66,62,63,61,58,59,56,65,76,76,73,67,60,59,61,58,61,60,65,66,66,66,65,68,85,91,90,94,91,89,90,83,81,82,80,75,74,82,81,72,76,82,72,47,38,44,43,44,37,47,89,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,93,92,94,94,90,87,85,85,83,74,65,66,64,48,55,67,62,70,76,61,57,61,64,64,64,65,65,66,66,66,66,66,66,66,71,76,82,95,95,91,91,89,82,74,76,70,76,82,82,81,85,74,49,41,46,40,37,38,41,59,95,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,0,97,90,90,86,85,81,73,76,71,56,58,72,78,77,70,60,47,47,55,56,57,64,63,62,64,65,66,66,65,63,59,61,65,81,82,92,91,91,84,65,65,75,81,84,80,87,84,81,65,62,49,38,37,40,46,78,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,92,86,85,81,79,78,76,75,79,73,75,75,72,64,51,36,35,46,65,65,58,58,62,62,66,66,64,61,62,60,56,54,84,89,91,86,69,58,55,69,71,82,86,84,89,73,58,44,36,37,40,50,89,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,96,90,79,70,67,69,76,80,79,68,64,69,77,64,55,49,44,56,64,58,54,56,62,66,66,65,65,65,63,62,60,64,75,85,85,80,69,59,48,62,74,74,85,80,52,40,39,38,38,40,74,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,88,71,64,60,59,62,63,58,56,64,70,71,67,62,53,51,56,56,55,61,60,64,61,62,59,62,66,63,46,40,40,55,72,75,77,71,38,40,42,72,85,72,67,67,64,52,39,49,89,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,93,84,74,62,58,51,42,55,66,63,61,61,62,61,51,53,59,56,55,35,35,30,39,39,51,65,60,61,46,45,48,44,36,49,56,45,36,39,75,79,54,73,68,63,51,40,65,92,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,73,62,53,50,53,60,58,57,55,57,62,55,58,56,48,33,20,17,12,11,15,39,61,51,46,49,45,43,27,11,24,56,69,62,64,66,78,58,66,73,65,44,60,93,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,64,59,58,56,53,49,47,35,37,47,53,54,41,28,22,18,14,10,8,9,16,40,50,25,23,16,23,17,9,25,75,86,84,76,67,88,65,62,71,45,39,75,0,99,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,90,76,61,57,58,56,55,42,36,33,26,32,23,20,15,11,10,10,9,8,9,15,31,38,43,25,11,9,9,50,87,89,91,84,80,86,76,76,62,45,52,95,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,71,65,66,62,56,55,48,26,20,20,20,20,16,13,15,15,11,9,9,9,10,15,29,27,25,18,42,80,89,84,85,89,83,82,87,79,53,54,51,89,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,76,62,60,60,57,41,29,22,22,22,20,18,15,21,24,19,16,14,11,9,8,8,10,10,14,29,75,85,86,75,72,81,67,75,85,64,42,42,50,94,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,81,68,62,41,24,25,39,36,24,19,19,30,32,23,19,15,13,11,11,9,8,8,11,33,64,85,72,67,61,57,68,47,61,80,53,37,37,66,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,78,56,40,34,49,47,26,20,19,32,37,23,18,13,11,9,9,9,8,8,8,26,78,86,80,74,61,44,73,72,41,62,63,58,41,38,80,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,73,60,58,55,33,21,20,25,40,31,23,17,12,9,9,8,8,8,8,8,36,80,76,76,80,74,44,64,61,47,69,44,51,39,46,89,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,69,61,53,34,22,27,42,42,27,16,12,10,9,10,9,9,9,9,9,40,81,72,64,64,60,44,58,48,53,60,37,42,36,67,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,65,52,40,41,45,42,31,23,18,15,12,11,13,12,14,11,9,10,56,80,72,59,51,61,56,69,56,40,39,36,37,44,87,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,89,86,75,65,57,51,40,37,24,39,33,33,19,18,12,9,11,55,82,77,74,66,53,52,53,42,38,36,40,37,58,98,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,98,97,89,83,80,95,91,85,70,52,15,10,25,64,68,82,59,63,72,73,65,40,37,37,38,37,64,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,25,31,68,54,44,68,42,40,62,68,49,37,37,37,37,42,80,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,88,54,57,62,38,44,49,40,36,38,42,38,36,37,39,51,76,99,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,80,76,70,61,47,36,40,38,38,37,36,37,36,37,50,77,96,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,79,73,65,55,40,38,37,37,37,37,37,37,37,44,70,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,78,69,56,45,40,38,37,37,38,37,36,37,38,57,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,78,57,39,41,38,37,37,38,38,37,37,40,69,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,79,57,40,37,37,37,37,38,38,37,45,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,81,58,40,36,37,37,38,38,37,48,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,80,55,42,40,37,37,38,37,48,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,73,47,41,40,36,37,37,47,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,98,82,49,36,37,37,37,37,45,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,88,79,65,53,42,37,38,37,43,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,81,85,91,97,82,45,37,39,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,91,95,0,0,0,89,69,69,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
